ASIN,Product Title,Current Price,Original Price,Currency,Discount %,Savings Amount,URL,Image URL,Category,Brand,Prime
B0DZ6LLZTT,"EvoFox One S 3-Mode Wireless Gamepad – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile & Console Gaming",1499,2299,₹,34,800,https://www.amazon.in/dp/B0DZ6LLZTT?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31yXL-WHk7L._SL160_.jpg,VideoGames,,false
B074N7VHV4,"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg",137,210,₹,34,73,https://www.amazon.in/dp/B074N7VHV4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51WVHJCjMWL._SL160_.jpg,HealthPersonalCare,,false
B0D8BL4SD2,"SHOEGR Instant Duo Shoe Cleaning Kit | 2 x Shoe Cleaning Foam (150ml) and 1 All Purpose Shoe Cleaner Brush, White Shoes Cleaning Kit, Sneaker Cleaner Kit For Sneakers, Sports Shoe Cleaner Foam Spray",397,599,₹,33,202,https://www.amazon.in/dp/B0D8BL4SD2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41kDwb6rIlL._SL160_.jpg,Shoes,,false
B08GYDZ6SF,UCRAVO Double Sided Tape Heavy Duty - Multipurpose Removable Traceless Mounting Adhesive Tape for Walls，Washable Reusable Strong Sticky Strips Grip Tape,199,299,₹,33,100,https://www.amazon.in/dp/B08GYDZ6SF?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41lBPkOf52L._SL160_.jpg,OfficeProducts,,false
B0CSPCZ3DZ,Ariel Liquid Detergent Front Load - 4L | Removes 7 day dried-in Stains in 1 wash inside Washing Machine | Now at Price of Powders | Amazing Fragrance | Protects Colours | Dissolves Faster,605,909,₹,33,304,https://www.amazon.in/dp/B0CSPCZ3DZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4197D5A7syL._SL160_.jpg,Industrial,,false
B0DSVQVF98,"Happi Planet | Kitchen Cleaner | India’s 1st Foaming Formulation for Less Scrubbing | 500ml | Suitable for Stoves, Chimneys, Counter Tops, Appliances, Walls & Cabinets | Non Toxic & Natural",200,299,₹,33,99,https://www.amazon.in/dp/B0DSVQVF98?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41WV9xqHY2L._SL160_.jpg,HealthPersonalCare,,false
B0DG64CL4M,"Happi Planet | Tap Cleaner & Limescale Remover | India’s 1st Foaming Formulation for Reduced Scrubbing Effort, Non-Toxic | 500ml | All Purpose Cleaner Suitable for Bathroom, Tap, Shower, Tiles, Mirror",200,299,₹,33,99,https://www.amazon.in/dp/B0DG64CL4M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Iyv7Jn0UL._SL160_.jpg,HealthPersonalCare,,false
B0DFQ1R3W4,"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray",1899,2799,₹,32,900,https://www.amazon.in/dp/B0DFQ1R3W4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31gtxHHEj9L._SL160_.jpg,Electronics,,false
B0B6XQGXJW,"L Oréal Paris Moisture Filling Shampoo, With Hyaluronic Acid, For Dry & Dehydrated Hair, Adds Shine & Bounce, Hyaluron Moisture 72H, 340Ml.",264,389,₹,32,125,https://www.amazon.in/dp/B0B6XQGXJW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31tSZsGHcuL._SL160_.jpg,Beauty,,false
B07PJQX981,"Beco Reusable Kitchen Towel Roll-2000 Times Washable|Soft & Highly Absorbent|Better Alternative to Dishcloth, Kitchen Tissue Paper Roll/Paper Towel|Eco Bamboo Wipes for Home Cleaning|20 Sheets",239,350,₹,31,111,https://www.amazon.in/dp/B07PJQX981?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41bNnbPE9mL._SL160_.jpg,Industrial,,false
B0DLW427YG,"Redmi A4 5G (Sparkle Purple, 4GB RAM, 64GB Storage) | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging | Charger in The Box",7499,10999,₹,31,3500,https://www.amazon.in/dp/B0DLW427YG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4146RWmsLuL._SL160_.jpg,Electronics,,false
B000LQUA6M,Simple Kind To Skin Refreshing Facial Wash 150 ml | 100% Soap-Free Facewash that doesn't dry out your skin| For All Skin Types,265,385,₹,31,120,https://www.amazon.in/dp/B000LQUA6M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41t2s0QoMSL._SL160_.jpg,Beauty,,false
0241745160,"Diary of a Wimpy Kid: Partypooper | Hilarious 20th Book in Jeff Kinney’s #1 International Bestseller Series Filled with Birthday Chaos, Laugh-Out-Loud ... Fun: THE BRAND-NEW, HILARIOUS WIMPY KID BOOK",478,699,₹,31,221,https://www.amazon.in/dp/0241745160?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51nPmtDIV5L._SL160_.jpg,Books,,false
B0C8JB3G5W,"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]",1599,2299,₹,30,700,https://www.amazon.in/dp/B0C8JB3G5W?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31hXqtvutdL._SL160_.jpg,Electronics,,false
9371868554,"सफलता के 24 अध्याय (24 Chapters of Success) by Sonu Sharma | Hindi Self Help & Motivation Book on Success, Mindset, Habits, Wealth, Leadership, Health & Personal Growth",348,499,₹,30,151,https://www.amazon.in/dp/9371868554?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41T-JXpfOoL._SL160_.jpg,Books,,false
B0B573QW21,"WishCare Hair Growth Serum Concentrate - 3% Redensyl, 4% Anagain, 2% Baicapil, Caffeine, Biotin, Plant Keratin & Rice Water - Hair Growth Serum For Men & Women, 30ml",699,999,₹,30,300,https://www.amazon.in/dp/B0B573QW21?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4150OTCzbML._SL160_.jpg,Beauty,,false
9369896872,12 Years: My Messed-up Love Story,283,399,₹,29,116,https://www.amazon.in/dp/9369896872?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41+aIwopttL._SL160_.jpg,Books,,false
B0BT1M24FN,amazon basics Electric Egg Boiler | 3 Boiling Modes | Automatic Operation | Overheat Protection | 75ml | Plastic | White,459,650,₹,29,191,https://www.amazon.in/dp/B0BT1M24FN?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41z7nDJEy4L._SL160_.jpg,Appliances,,false
B0F9TT7Z5Q,"realme NARZO 80 Lite 5G (Crystal Purple, 6GB+128GB) | 6000mAh Long-Lasting Battery | MediaTek Dimensity 6300 5G | AI Assist | IP64 Rated Water & Dust Resistance | Military-Grade Durability",10748,14999,₹,28,4251,https://www.amazon.in/dp/B0F9TT7Z5Q?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41hyMMjlg2L._SL160_.jpg,Electronics,,false
B0DYJ8GT65,UVID Artist Acrylic Colours set of 10pcs (15ml Each),179,250,₹,28,71,https://www.amazon.in/dp/B0DYJ8GT65?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41UsNGe0xRL._SL160_.jpg,Collectibles,,false
B07DP24NSR,"Pampers Complete Skin Comfort Pants, Anti-rash blanket, Lotion with Vitamin E & Aloe Vera, Medium (M), 76 Count, 7-12kg",862,1199,₹,28,337,https://www.amazon.in/dp/B07DP24NSR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51ZVgfhpL-L._SL160_.jpg,Baby,,false
B00NBM0WD4,"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",123,170,₹,27,47,https://www.amazon.in/dp/B00NBM0WD4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41P-NigAPbL._SL160_.jpg,ToolsAndHomeImprovement,,false
B0BZ3WNQ5T,"Scotch Extreme Double Sided Tape by 3M, 1M Holds 6.7Kg, Works On Uneven Surfaces, Weather Resistant, Works On Indoor, Outdoor, Auto Interior Surfaces, (L: 1.5m, W: 19mm), Black",164,225,₹,27,61,https://www.amazon.in/dp/B0BZ3WNQ5T?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41fAt-Id5xL._SL160_.jpg,OfficeProducts,,false
B08QDPB1SL,"Duracell Alkaline AA Battery, Pack of 10, Everyday Devices, Clock, Toy, Remote",160,220,₹,27,60,https://www.amazon.in/dp/B08QDPB1SL?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51VjgJREvFL._SL160_.jpg,Computers,,false
9390166268,The Psychology of Money,290,399,₹,27,109,https://www.amazon.in/dp/9390166268?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41mxvU9Tu6L._SL160_.jpg,Books,,false
B0821PN8L4,Amazon Brand - Presto! Garbage Bags | Medium | 180 Count | 30 Bags X 6 Rolls | 19 X 21 Inches | For Dry & Wet Waste | Black,335,458,₹,26,123,https://www.amazon.in/dp/B0821PN8L4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41hP+bKRAzL._SL160_.jpg,Industrial,,false
B007CDK0K8,Cleopatra - 50th Anniversary Edition (2-Disc),1499,1999,₹,25,500,https://www.amazon.in/dp/B007CDK0K8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51iiz+lW96L._SL160_.jpg,MoviesAndTV,,false
B0DZ2K8575,All Out Mosquito Kill Racquet | 2X Faster Charging* | Mosquito Bat | Racket to Kill Mosquitoes Instantly | 6 Months Warranty | Long Lasting Battery | Recommended by Indian Medical Association,524,699,₹,25,175,https://www.amazon.in/dp/B0DZ2K8575?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51e-HJOZtDL._SL160_.jpg,GardenAndOutdoor,,false
B0DD8JS3L8,Handcrafted Wooden Paint Brush Stand For Artist,299,400,₹,25,101,https://www.amazon.in/dp/B0DD8JS3L8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31hctCM4oML._SL160_.jpg,Collectibles,,false
B0CHX1W1XY,Apple iPhone 15 (128 GB) - Black,51990,69900,₹,25,17910,https://www.amazon.in/dp/B0CHX1W1XY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31KxpX7Xk7L._SL160_.jpg,Electronics,,false
B0CWYX5MBY,Khola Pata Clay Thali Set | Handcrafted Terracotta Dinnerware | Bengali Red Plate & Bowls | Eco-Friendly | 7 Pcs | 1 Dining Set,1499,1999,₹,25,500,https://www.amazon.in/dp/B0CWYX5MBY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/417afMVw6aL._SL160_.jpg,Collectibles,,false
8172345666,The Power of Your Subconscious Mind: Original Classic Edition | Premium Paperback,149,199,₹,25,50,https://www.amazon.in/dp/8172345666?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41f1KlSQqNL._SL160_.jpg,Books,,false
B01IEVIVAC,"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)",499,665,₹,24,166,https://www.amazon.in/dp/B01IEVIVAC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41m9a4d0ilL._SL160_.jpg,SportsAndOutdoors,,false
B0D1KL34JM,Microsoft Office 2021 Professional - Lifetime Validity - Windows only - Email delivery in 2 Hours- no CD - Email Bind Key,1898,2499,₹,24,601,https://www.amazon.in/dp/B0D1KL34JM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31ydjpiYM+L._SL160_.jpg,Software,,false
B0BYLK9PZC,P.N.Gadgil Jewellers 1 gm Vedhani Gold coin 24 kt (995),13655,17999,₹,24,4344,https://www.amazon.in/dp/B0BYLK9PZC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/3162roNX0yL._SL160_.jpg,Jewelry,,false
B07895T7B1,"McAfee Antivirus 2024 | 1 Device, 3 Year | Antivirus Internet Security Software | Email Delivery",685,899,₹,23,214,https://www.amazon.in/dp/B07895T7B1?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41KkGmKZcLL._SL160_.jpg,Software,,false
8187474548,I Am Nujood Age 10 and Divorced,138,180,₹,23,42,https://www.amazon.in/dp/8187474548?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41sbJJRbfZL._SL160_.jpg,MoviesAndTV,,false
B08Y1TQ8K7,"Duracell CR2032 Lithium Coin Battery, Pack of 5, Specialty Devices, Child Resistant Packaging, Electronic car Keys, Scale",153,200,₹,23,47,https://www.amazon.in/dp/B08Y1TQ8K7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41G+Bi6ZtuL._SL160_.jpg,Computers,,false
B07ZZD6XL1,Genteel Matic Liquid Detergent Refill Pouch for Top load Washing - 2kg | No Soda Formula | with Added Fabric Conditioner,249,320,₹,22,71,https://www.amazon.in/dp/B07ZZD6XL1?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/419MSDhdGGL._SL160_.jpg,Industrial,,false
B0B6Y3FNV7,"L'Oreal Paris Fresh Hyaluron Moisture 72HR Moisture Sealing Conditioner Powered By Hyaluronic Acid, For Frizz-Free, Hydrated And Bouncy Hair Full Of Life For All Hair Types | 175 Millilitres",188,239,₹,21,51,https://www.amazon.in/dp/B0B6Y3FNV7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31i9VQAxpvL._SL160_.jpg,Beauty,,false
B0CXDQWYQP,Godrej aer O – Hanging Car Air Freshener – Assorted Pack of 3 (22.5g) | Gel Lasts up to 30 days | Car Accessories,234,297,₹,21,63,https://www.amazon.in/dp/B0CXDQWYQP?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41MzRsOk3PL._SL160_.jpg,Automotive,,false
B07WQJLYQM,"HIT Crawling Insect Killer Cockroach Killer Spray | Instant Kill | Deep-Reach Nozzle | Fresh Fragrance, 700ml",270,340,₹,20,70,https://www.amazon.in/dp/B07WQJLYQM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41VhFzfC45L._SL160_.jpg,GardenAndOutdoor,,false
B0DCNWN8NZ,Apple EarPods (USB-C) ​​​​​​​,1599,2000,₹,20,401,https://www.amazon.in/dp/B0DCNWN8NZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21irBFnTYoL._SL160_.jpg,Electronics,,false
B00LXTFMRS,"Fevicryl Acrylic Colours Sunflower Kit | 10 Colours x 15 ml | DIY Paint, Rich Pigment | Multicolour & Multi-surface | Non-Cracking Paint for Canvas, Wood, Leather, Earthenware, Metal",201,250,₹,19,49,https://www.amazon.in/dp/B00LXTFMRS?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41F2ZOpEHvL._SL160_.jpg,OfficeProducts,,false
B01LNA2MQK,Dettol Liquid Handwash Refill - Original Hand Wash- 1350ml | Germ Defence Formula | 10x Better Germ Protection,176,219,₹,19,43,https://www.amazon.in/dp/B01LNA2MQK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41UIlXu+B+L._SL160_.jpg,Industrial,,false
B00IZ932WG,Sparx mens SF0014G Navygrey Flip-flop - 8 UK (SF0014GNVGY0008),285,349,₹,18,64,https://www.amazon.in/dp/B00IZ932WG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31NuHoH6lpL._SL160_.jpg,Shoes,,false
B0CQN2BHW8,"Amazon Fire TV Stick HD (newest model), Alexa Voice Remote with TV power & volume controls, full HD streaming device",4499,5499,₹,18,1000,https://www.amazon.in/dp/B0CQN2BHW8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31jBqiTUjiL._SL160_.jpg,GiftCards,,false
8183286011,Dopamine Detox: A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things,199,245,₹,18,46,https://www.amazon.in/dp/8183286011?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41CV+aTeWWL._SL160_.jpg,Books,,false
B0D14BB5XY,"PHILIPS Air Fryer NA120/00, uses up to 90% less fat, 1500W, 4.2 Liter, with Rapid Air Technology (Black), Large",4899,5995,₹,18,1096,https://www.amazon.in/dp/B0D14BB5XY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31yUzU5r4oL._SL160_.jpg,Appliances,,false
B00PBX3L7K,Cosrx Advanced Snail 96 Mucin Power Essence (100ml),1199,1450,₹,17,251,https://www.amazon.in/dp/B00PBX3L7K?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/310Qckf2ZtL._SL160_.jpg,LuxuryBeauty,,false
B01G0U6CO6,Fortune Dishwasher Active Salt Powder- 1 kg (Pack of 2),200,240,₹,16,40,https://www.amazon.in/dp/B01G0U6CO6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41g2rJ4ddSL._SL160_.jpg,ToysAndGames,,false
B016VXORNA,"Scotch-Brite Sponge Wipe Resusable Kitchen Cleaning foam Cellulose wood Sponge- Easy to use, Multi- color & Biodegradable (pack of 5)",298,355,₹,16,57,https://www.amazon.in/dp/B016VXORNA?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51rTzjC7fYL._SL160_.jpg,ToolsAndHomeImprovement,,false
B084GNRLPW,"Pedigree Adult Wet Dog Food, Chicken & Liver Chunks in Gravy, 70 g (Pack of 30), Complete & Balanced Meal for Adult Dogs",1253,1500,₹,16,247,https://www.amazon.in/dp/B084GNRLPW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41yLjmtyStL._SL160_.jpg,PetSupplies,,false
B01LZSWXWI,"Roff Cera Clean All Purpose Tile, Floor & Wall Cleaner 1 liter Pack of 1, Advance, Bedroom & Bathroom Floors, Removes Grease, Dirt & Tough Stains",187,225,₹,16,38,https://www.amazon.in/dp/B01LZSWXWI?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41AogZgxQhL._SL160_.jpg,Industrial,,false
B07FCHCQCW,"WD-40 Multipurpose Spray, Rust Remover, Cleans Bike Chains, Hinge Lubricant, Loosens Jammed Parts, Degreaser, and Cleaning Agent, 420ml (344.4g)",350,420,₹,16,70,https://www.amazon.in/dp/B07FCHCQCW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41I6wmG-lYL._SL160_.jpg,Automotive,,false
B0BMGMP4N5,"Purepet Adult Dry Cat Food Mackerel Flavour, 1 kg Pack",169,199,₹,15,30,https://www.amazon.in/dp/B0BMGMP4N5?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41+q2+lL3GL._SL160_.jpg,PetSupplies,,false
B00LHULLKA,"Whiskas Junior Mother Cat & Kitten (2-12 Months) Dry Cat Food, Ocean Fish Flavour, 1.1 kg, Contains 41 Essential Nutrients, Complete & Balanced Nutrition for Mother Cats & Kittens",361,425,₹,15,64,https://www.amazon.in/dp/B00LHULLKA?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41EHzWntedL._SL160_.jpg,PetSupplies,,false
B07JQJFCS2,"Drools Absolute Dog Supplement Treat Calcium Bone Jar - 40 Pieces (600G Pack), For All Life Stages",387,460,₹,15,73,https://www.amazon.in/dp/B07JQJFCS2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41EAv2BbnZS._SL160_.jpg,PetSupplies,,false
B00MVV81MK,"JK Copier Paper - A4, 75 GSM, 1 Ream, 500 Sheets",325,385,₹,15,60,https://www.amazon.in/dp/B00MVV81MK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Utcj-cw1L._SL160_.jpg,OfficeProducts,,false
B07MW4ZRJL,"L'Oréal Professionnel Xtenso Care Sulfate-free* Shampoo | For all hair types | Gently cleanses, controls frizz and adds shine | With Keratin Repair and Asta-Care *without sulfate surfactants",998,1175,₹,15,177,https://www.amazon.in/dp/B07MW4ZRJL?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/310D+413VtL._SL160_.jpg,LuxuryBeauty,,false
B08KSPYJX2,"24K (999.9+) Purest 1 Gram Gold Bar, Lotus 1 gm Coin",13681,16100,₹,15,2419,https://www.amazon.in/dp/B08KSPYJX2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41UmMCzctqL._SL160_.jpg,Jewelry,,false
B07VKM2HR5,"NIVEA Nourishing Body Milk 600ml Body Lotion with Hyaluronic Acid | 72Hr Hydration | Deep Moisture Care for Very Dry Skin | Enriched with Almond Oil | Smooth, Radiant & Healthy Looking Skin Care",380,448,₹,15,68,https://www.amazon.in/dp/B07VKM2HR5?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31g-kdcdSeL._SL160_.jpg,HealthPersonalCare,,false
B06VX8YR6Q,Ezee Black Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 3,169,199,₹,15,30,https://www.amazon.in/dp/B06VX8YR6Q?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41bJ6kzaXSL._SL160_.jpg,HomeAndKitchen,,false
B091Q7JNTC,Titan Minimals Quartz Analog with Date Black Dial Black Metal Strap Watch for Men - NT1806NM01,3396,3995,₹,14,599,https://www.amazon.in/dp/B091Q7JNTC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41l3o8U2CfL._SL160_.jpg,Watches,,false
B06Y3WVH2X,L'Oréal Professionnel Serie Expert Absolut Repair Shampoo| For dry and damaged hair| Provides softness and shine | With Wheat Oil (90ml),675,790,₹,14,115,https://www.amazon.in/dp/B06Y3WVH2X?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31pMRYDwbwL._SL160_.jpg,LuxuryBeauty,,false
B01HVB3PSY,Bangalore Refinery 24k (999.9) 1 gm Yellow Gold Bar,13893,16200,₹,14,2307,https://www.amazon.in/dp/B01HVB3PSY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41TZeb8tiTL._SL160_.jpg,Jewelry,,false
B08GZ6QNTC,Sony DualSense Wireless Controller White (PlayStation 5),5504,6390,₹,13,886,https://www.amazon.in/dp/B08GZ6QNTC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31nh0udpAKL._SL160_.jpg,VideoGames,,false
B0CGJ2WTJR,"All Out Ultra Liquid Vaporizer, 4 Refills (45ml) | Kills Dengue, Malaria & Chikungunya Spreading Mosquitoes | India's Only Mosquito Killer Brand Recommended by Indian Medical Association",270,310,₹,12,40,https://www.amazon.in/dp/B0CGJ2WTJR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41oQ0jDRWxL._SL160_.jpg,GardenAndOutdoor,,false
B01ESPB2WM,Motul Combo of C2 Chain Lube (150 ml) and C1 Chain Clean for All Bikes (150 ml) (LBCH001),420,480,₹,12,60,https://www.amazon.in/dp/B01ESPB2WM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51H7z5BGMaL._SL160_.jpg,Automotive,,false
B0CTMP8FC3,MARS Edge of Desire Lip Liner | One Swipe Smooth Application | Long Lasting Lip Pencil (1.4gm) (14-CHOCO BUTTER),61,69,₹,11.59,8,https://www.amazon.in/dp/B0CTMP8FC3?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/310Y7Pcl7TL._SL160_.jpg,Fashion,,false
