ASIN,Product Title,Current Price,Original Price,Currency,Discount %,Savings Amount,URL,Image URL,Category,Brand,Prime
B00XTSR652,Khushi's Pizza Magic Seasoning 50g – 100% Natural Pizza & Pasta Spice Mix | No Preservatives | Enhances Italian Flavors.,70,79,₹,11,9,https://www.amazon.in/dp/B00XTSR652?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/618lom4xUJL._SL160_.jpg,Music,,false
B01CCGW4OE,"Cetaphil Paraben, Sulphate-Free Gentle Skin Hydrating Face Wash Cleanser with Niacinamide, Vitamin B5 for Dry to Normal, Sensitive Skin - 125 ml",378,429,₹,11,51,https://www.amazon.in/dp/B01CCGW4OE?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31K5tBuI3ZL._SL160_.jpg,HealthPersonalCare,,false
B07HBMB3WW,"Drools Adult Dry Dog Food Chicken and Egg, 3kg with Free 1.2kg, Total 4.2 kg Pack",763,849,₹,10,86,https://www.amazon.in/dp/B07HBMB3WW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41nXO0RsQdL._SL160_.jpg,PetSupplies,,false
B0744GC2CK,"L'Oréal Professionnel Absolut Repair Shampoo for Dry & Damaged Hair - 300ml | Professional shampoo for Strengthening and Repairing Hair, With Protein & Omega-9, For Men & Women",670,750,₹,10,80,https://www.amazon.in/dp/B0744GC2CK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/316mNphZuPL._SL160_.jpg,LuxuryBeauty,,false
B078HC9V8B,"Exo Dishwash Bar, 480gm (120gm X (3 + 1 Bar Free) | Goodness Of Ginger | Remove Tough Grime, Kills Bacteria & Sanitizes The Utensils",27,30,₹,10,3,https://www.amazon.in/dp/B078HC9V8B?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Ni-rXQ+1L._SL160_.jpg,HomeAndKitchen,,false
B0757631XR,"Fortune Premium Kachi Ghani Pure Mustard Oil, 910G PET Bottle (Weight May Vary)",285,320,₹,10,35,https://www.amazon.in/dp/B0757631XR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/419b2v55pWL._SL160_.jpg,HealthPersonalCare,,false
0241252083,"White Nights – Fyodor Dostoyevsky | A Million-Copy Bestseller | A Timeless Story of Love, Longing & Solitude – Penguin Classics",112,125,₹,10,13,https://www.amazon.in/dp/0241252083?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21tZxguVHuL._SL160_.jpg,Books,,false
B0C86RTS5X,Good Knight Flash Liquid Vaporiser | Pack Of 4 (45ml Each) | Lavender Fragrance | 2x Faster Than Before | Mosquito Repellent Refill | India s Most Powerful Liquid Vaporizer,281,310,₹,9,29,https://www.amazon.in/dp/B0C86RTS5X?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Ivz3iQ3-L._SL160_.jpg,GardenAndOutdoor,,false
B09RWTYMCF,"ShineXPro Microfiber Car Cleaning Cloth - OG Soft 500 GSM Extra Large (35x75 CM) Microfiber Cloth for Car and Bike - Suede Edging for Scratchless Drying and Detailing (Pack of 2, Grey)",499,549,₹,9,50,https://www.amazon.in/dp/B09RWTYMCF?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51cqkNHSdXL._SL160_.jpg,Automotive,,false
B00RJQ8XHU,Jopasu Car Duster,785,869,₹,9,84,https://www.amazon.in/dp/B00RJQ8XHU?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41-aBYgAYtL._SL160_.jpg,Automotive,,false
B0BQJMKZCR,L'Oréal Professionnel Serie Expert Density Advanced Shampoo – 300 ml | For fine and thinning Hair | Adds bounce and volume | With Omega-6 complex,679,745,₹,8,66,https://www.amazon.in/dp/B0BQJMKZCR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31hAkIDUT0L._SL160_.jpg,LuxuryBeauty,,false
B0CNLTF152,"Duracell LED Torch Light, Super Bright, 12000 LUX, Ultra-Light and Easy to Carry Design, Large Reflector, for Everyday Use, 3AA Batteries Free, Black",179,195,₹,8,16,https://www.amazon.in/dp/B0CNLTF152?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41HEJivIZzL._SL160_.jpg,Luggage,,false
B0BYKSXHYK,PNG Jewellers 2 gm Vedhani Gold coin 24 kt (995),26974,29405,₹,8,2431,https://www.amazon.in/dp/B0BYKSXHYK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/3162roNX0yL._SL160_.jpg,Jewelry,,false
B00VFMFXRC,All Out Ultra Mosquito Repellant Refill Faster Action (45 mL each) Pack of 6,399,438,₹,8,39,https://www.amazon.in/dp/B00VFMFXRC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51X9JVMp6HL._SL160_.jpg,GardenAndOutdoor,,false
B0BRP4LVN2,Casio Enticer Men Analog Green Dial Men MTP-1302PD-3AVEF (A2262),3681,3995,₹,7,314,https://www.amazon.in/dp/B0BRP4LVN2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41+ES4+cPBL._SL160_.jpg,Watches,,false
B0DKFX8THB,Black Myth: Wukong for Playstation 5,6489,6999,₹,7,510,https://www.amazon.in/dp/B0DKFX8THB?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51YzZ+l72JL._SL160_.jpg,MoviesAndTV,,false
B07S2XJVLD,Cello Whitemate Whiteboard BoldMarkers | Set of 6 | Assorted Ink Colours | Whiteboard Marker with Easily Erasable Ink | Refillable Whiteboard Markers Markers,140,150,₹,6,10,https://www.amazon.in/dp/B07S2XJVLD?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41m8K4Ef2LL._SL160_.jpg,OfficeProducts,,false
B0BYLK9PZT,PNG Jewellers 10 gm Vedhani Gold coin 24 kt (995),134857,144700,₹,6,9843,https://www.amazon.in/dp/B0BYLK9PZT?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/3162roNX0yL._SL160_.jpg,Jewelry,,false
B0BMGP89P1,"Purepet Ocean Fish Adult Dry Cat Food, 1 kg",189,199,₹,5,10,https://www.amazon.in/dp/B0BMGP89P1?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/415ncxK9zpL._SL160_.jpg,PetSupplies,,false
B07WH38Z6Z,"Hit Flying Insect Killer - Mosquito & Fly Killer Spray (700Ml) | Instant Kill | Protection From Dengue & Malaria, Pack Of 1",285,300,₹,5,15,https://www.amazon.in/dp/B07WH38Z6Z?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31nuozuBoBL._SL160_.jpg,GardenAndOutdoor,,false
B00ISNVQMW,Titan Karishma Analog Black Dial Men's Watch NM1639SM02/NN1639SM02,1906,1995,₹,4,89,https://www.amazon.in/dp/B00ISNVQMW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31sFbhco+PL._SL160_.jpg,Watches,,false
B00LHS8I3A,"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3 kg, Contains 37 Essential Nutrients, 100% Complete & Balanced Food for Adult Dogs",694,730,₹,4,36,https://www.amazon.in/dp/B00LHS8I3A?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41hmg1Ku4EL._SL160_.jpg,PetSupplies,,false
B01HO9EC94,Biolage Smoothproof Deep Smoothing 6-In-1 Professional Hair Serum For Women & Men For Frizzy Hair,312,325,₹,4,13,https://www.amazon.in/dp/B01HO9EC94?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31aCpIcMrnL._SL160_.jpg,LuxuryBeauty,,false
B0BZ3Z5D56,Scotch Brite Scrub Sponge -Pack of 3 for everyday utensil cleaning (Kitchen Scrubber with Sponge),54,55,₹,1,1,https://www.amazon.in/dp/B0BZ3Z5D56?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51xADb-cPCL._SL160_.jpg,OfficeProducts,,false
B0BLVCFK8D,Casio FX-991CW Classwiz Non-Programmable Scientific Calculator,1564,1595,₹,1,31,https://www.amazon.in/dp/B0BLVCFK8D?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41mVTwoikiL._SL160_.jpg,OfficeProducts,,false
B07B4KQRZG,"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 840/900g Pouch (Pack of 12, 70/75g each) (weight may vary)",165,168,₹,1,3,https://www.amazon.in/dp/B07B4KQRZG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51S09OoiaxL._SL160_.jpg,HealthPersonalCare,,false
B00HFPIIOI,Casio Youth Series Digital Black Dial Unisex Watch - F-91W-1Q(D002),1295,1295,₹,0,0,https://www.amazon.in/dp/B00HFPIIOI?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Nhuk9uzwL._SL160_.jpg,Watches,,false
B07K6RYVHR,Rs.1000 Sony PlayStation Store Gift Card (Email Delivery in 1 hour- Digital Voucher Code),1000,1000,₹,0,0,https://www.amazon.in/dp/B07K6RYVHR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31OBA8Dh71L._SL160_.jpg,VideoGames,,false
B0C1H473H8,Playstation | E-Gift Card | Instant Delivery | Valid for in-game purchases,1000,1000,₹,0,0,https://www.amazon.in/dp/B0C1H473H8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41xSlLlDM0L._SL160_.jpg,VideoGames,,false
B07CR1JQBY,Titan Karishma Analog Champagne Dial Women's Watch -NM2598YM01 / NL2598YM01,1995,1995,₹,0,0,https://www.amazon.in/dp/B07CR1JQBY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/317ulYCaYsL._SL160_.jpg,Watches,,false
B079T88XLM,"Meat Up Dog Treats Biscuits Real Chicken Flavour, 1+1kg (Buy 1 Get 1 Free), Total 2 kg Pack",398,398,₹,0,0,https://www.amazon.in/dp/B079T88XLM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51s+T+8Rb6L._SL160_.jpg,PetSupplies,,false
B0CQJTM6TW,"RENEE Midnight Kohl Kajal Pencil | Waterproof, Smudgeproof With Sharpener | 24 Hours Long Stay | Darkest Black | One Swipe Application | Vitamin E, Olive Oil and Castor Oil | Matte Finish |1.5 Gm",389,389,₹,0,0,https://www.amazon.in/dp/B0CQJTM6TW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31Zm5pIfIpL._SL160_.jpg,PetSupplies,,false
B00MVV9NUY,"JK Easy Copier Paper | A4 Size | 70 GSM | 500 Sheets | White Paper, 1 Ream | For Laserjet & Inkjet Printer | Fast Drying | Both Side Print | Eco Friendly | ColorLok (Pack of 1) | One Ream",354,354,₹,0,0,https://www.amazon.in/dp/B00MVV9NUY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41LcujaPSvL._SL160_.jpg,OfficeProducts,,false
B0FKC1YLLF,Saregama Vinyl Record - Gulzar's Fursat Ke Raat Din,3590,3590,₹,0,0,https://www.amazon.in/dp/B0FKC1YLLF?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41erVZoYdlL._SL160_.jpg,Music,,false
B0FG3CCJ3Z,"Saregama Vinyl Record - Close To My Heart - Jagjit Singh, 11 Evergreen Hindi Superhit Songs",3590,3590,₹,0,0,https://www.amazon.in/dp/B0FG3CCJ3Z?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41agNxTHn8L._SL160_.jpg,Music,,false
B076X8FKXP,Fawesome - Free Awesome TV & Movies,0,0,₹,0,0,https://www.amazon.in/dp/B076X8FKXP?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/81VLg+9NcRL._SL160_.png,MobileApps,,false
B0FG3F2KN4,"Saregama Vinyl Record - Romance - RD Burman, 10 Evergreen Hindi Superhit Songs",3590,3590,₹,0,0,https://www.amazon.in/dp/B0FG3F2KN4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41qL3ZbDiuL._SL160_.jpg,Music,,false
B09YRTDSG4,DIL SE - COLOURED LP [Vinyl] A R RAHMAN,2499,2499,₹,0,0,https://www.amazon.in/dp/B09YRTDSG4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41ijbRF43qL._SL160_.jpg,Music,,false
B07X6GNBNT,Credit Card Bill,10,10,₹,0,0,https://www.amazon.in/dp/B07X6GNBNT?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21Z-i0dyzKL._SL160_.jpg,Luggage,,false
B0B2DFQWXJ,"Dil Se – SVR 003 - New Release Hindi LP Vinyl Record, A. R. Rahman, Sukhwinder Singh",2499,2499,₹,0,0,https://www.amazon.in/dp/B0B2DFQWXJ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41ijbRF43qL._SL160_.jpg,Music,,false
B087G5BN7Z,"discovery+ | TV Shows, Shorts, Fun Learning",0,0,₹,0,0,https://www.amazon.in/dp/B087G5BN7Z?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/71UCyJsuqfL._SL160_.png,MobileApps,,false
B0FN4CVB6X,ARADHANA S. D. BURMAN LP Vinyl Record,3590,3590,₹,0,0,https://www.amazon.in/dp/B0FN4CVB6X?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51gl2B1NlvL._SL160_.jpg,Music,,false
B0FM3DXSHB,PAYANANGAL MUDIVATHILLAI - LP,2499,2499,₹,0,0,https://www.amazon.in/dp/B0FM3DXSHB?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41bTozxZWyL._SL160_.jpg,Music,,false
B0F2SP6N5L,VINNATHAANDI VARUVAAYAA - BLACK LP (TAMIL),2499,2499,₹,0,0,https://www.amazon.in/dp/B0F2SP6N5L?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51ltVX7bdAL._SL160_.jpg,Music,,false
B0FKBX7C32,Saregama Vinyl Record - Love Duets - Lata Mangeshkar & Kishore Kumar,3590,3590,₹,0,0,https://www.amazon.in/dp/B0FKBX7C32?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41ZHgH5KGVL._SL160_.jpg,Music,,false
B0077BGWNY,Matrubhoomi - A Nation Without Women,398,398,₹,0,0,https://www.amazon.in/dp/B0077BGWNY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/514+r7NX+LL._SL160_.jpg,MoviesAndTV,,false
B01M2A9W3X,Skiptrace,199,199,₹,0,0,https://www.amazon.in/dp/B01M2A9W3X?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51NSD5NIpiL._SL160_.jpg,MoviesAndTV,,false
B07KX363ZT,Aaj Tak - Smart TV App,0,0,₹,0,0,https://www.amazon.in/dp/B07KX363ZT?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/71b-fSdQC0L._SL160_.png,MobileApps,,false
B08CKPSHLL,Xstream Play,0,0,₹,0,0,https://www.amazon.in/dp/B08CKPSHLL?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/71JqJwLEvUL._SL160_.png,MobileApps,,false
B06XP3HSPW,Sony LIV,0,0,₹,0,0,https://www.amazon.in/dp/B06XP3HSPW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/61JxXK7hNDL._SL160_.png,MobileApps,,false
B0815VFZRL,Minecraft Starter Collection for PlayStation 4,2490,2490,₹,0,0,https://www.amazon.in/dp/B0815VFZRL?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51MRXe83e0L._SL160_.jpg,MoviesAndTV,,false
B0B51HLYW6,"OTTplay: Movies, Shows on OTT",0,0,₹,0,0,https://www.amazon.in/dp/B0B51HLYW6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/71uNs7HshxL._SL160_.png,MobileApps,,false
B07T1LWHYG,MX Player TV,0,0,₹,0,0,https://www.amazon.in/dp/B07T1LWHYG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/515+F2vlqtL._SL160_.png,MobileApps,,false
B071KD377K,JioCinema- Bigg Boss & Cricket,0,0,₹,0,0,https://www.amazon.in/dp/B071KD377K?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31LNEBVsjUL._SL160_.png,MobileApps,,false
B079PZHHBS,ZEE5 Movies Shows LIVE TV Originals,0,0,₹,0,0,https://www.amazon.in/dp/B079PZHHBS?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/81d2i1ujZbL._SL160_.png,MobileApps,,false
B06Y18MPK7,JioHotstar,0,0,₹,0,0,https://www.amazon.in/dp/B06Y18MPK7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51DCCI7HwbL._SL160_.png,MobileApps,,false
B07NVN576J,"Matrix Mega Smooth Professional Shampoo with Shea Butter & Amino Acids, for Frizzy Hair | Max Smoothness for 4 Days | | Used by 1 Lakh Hairstylists*| For All Hair Types | Paraben Free, 200ml",385,385,₹,0,0,https://www.amazon.in/dp/B07NVN576J?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31uOwE0rTZL._SL160_.jpg,LuxuryBeauty,,false
B00JJHFF6O,"L'Oréal Professionnel Xtenso Care Shampoo|For straightened hair |Smoothens, nourishes and strengthens hair| With Pro-Keratin and Incell",610,610,₹,0,0,https://www.amazon.in/dp/B00JJHFF6O?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/314tsxMTw-L._SL160_.jpg,LuxuryBeauty,,false
B015RI7RN2,50 Greatest Short Stories,226,226,₹,0,0,https://www.amazon.in/dp/B015RI7RN2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41C21JwzNCL._SL160_.jpg,KindleStore,,false
B0BWF9ZQMN,Amazon Pay Later Bill,100,100,₹,0,0,https://www.amazon.in/dp/B0BWF9ZQMN?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41BvhQ1SVfL._SL160_.jpg,Jewelry,,false
B07QP9PTZP,LPG cylinder booking,1,1,₹,0,0,https://www.amazon.in/dp/B07QP9PTZP?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21dMRfqs5tL._SL160_.jpg,HomeAndKitchen,,false
B00YUNKKP8,"Hit Anti Roach Gel - Cockroach Killer (20G) | Kitchen Safe | Odourless | Fast And Convenient, Pack Of 1",199,199,₹,0,0,https://www.amazon.in/dp/B00YUNKKP8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41L87Dyn9dL._SL160_.jpg,HomeAndKitchen,,false
B019PIOJYU,Harry Potter and the Philosopher's Stone,313,313,₹,0,0,https://www.amazon.in/dp/B019PIOJYU?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/5165He67NEL._SL160_.jpg,KindleStore,,false
B0D5JLH3RJ,The Answer Is No: A Short Story,69,69,₹,0,0,https://www.amazon.in/dp/B0D5JLH3RJ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51KMig2mgQL._SL160_.jpg,KindleStore,,false
B098MHBF23,Dopamine Detox : A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things (Productivity Series Book 1),99,99,₹,0,0,https://www.amazon.in/dp/B098MHBF23?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/413tVFk--xS._SL160_.jpg,KindleStore,,false
B0FV8MLLKK,என் கண்ணாடி பூவே: En Kannadi Poove (Tamil Edition),390,390,₹,0,0,https://www.amazon.in/dp/B0FV8MLLKK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41B2LTHYUoL._SL160_.jpg,KindleStore,,false
B0FHPZY11S,The Unwanted Husband: A Marriage of Convenience Romance,299,299,₹,0,0,https://www.amazon.in/dp/B0FHPZY11S?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51JOhLtuvLL._SL160_.jpg,KindleStore,,false
B06X1C5Y5H,Autobiography of a Yogi,51,51,₹,0,0,https://www.amazon.in/dp/B06X1C5Y5H?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51t3ERr9-TL._SL160_.jpg,KindleStore,,false
B07QHKCR98,"Tanishq - Gold Jewellery | | E-Gift Card | Instant delivery | Valid for in-store purchases | Ideal gift for birthday, anniversary & wedding",10000,10000,₹,0,0,https://www.amazon.in/dp/B07QHKCR98?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41GgpBOHAOL._SL160_.jpg,Jewelry,,false
B0C1LC51C9,Amazon Pay eGift Card - Go Ahead and Pick Something Nice,1000,1000,₹,0,0,https://www.amazon.in/dp/B0C1LC51C9?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41KyNwNQWtL._SL160_.jpg,GiftCards,,false
B085J5Y9CR,Google Play recharge code - Digital Voucher,10,10,₹,0,0,https://www.amazon.in/dp/B085J5Y9CR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41LSYc63VSL._SL160_.jpg,GiftCards,,false
B0C58R247K,Amazon Pay eGift Card - Happy Birthday - Birthday Doodle By Alicia Souza,1000,1000,₹,0,0,https://www.amazon.in/dp/B0C58R247K?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51Q0AbcPIPL._SL160_.jpg,GiftCards,,false
B07YY9N6TY,"Mortein 45ml x 6 (Buy 4 Get 2 Free) Fits All Machines | SmartPlus Mosquito Repellent Refill | Mosquito Repellent & Killer | 100% Protection from Dengue Mosquitoes, Pack of 6",308,308,₹,0,0,https://www.amazon.in/dp/B07YY9N6TY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41b0-0Tw9bL._SL160_.jpg,GardenAndOutdoor,,false
B07D1CMV1M,Gas bill payment,1,1,₹,0,0,https://www.amazon.in/dp/B07D1CMV1M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31X4TreGusL._SL160_.jpg,EverythingElse,,false
B07KZ5RJ29,Flight ticket bookings on Amazon,1,1,₹,0,0,https://www.amazon.in/dp/B07KZ5RJ29?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31iVkmzP5WL._SL160_.jpg,EverythingElse,,false
B0821XB1Q6,Insurance Premium Payment,1,1,₹,0,0,https://www.amazon.in/dp/B0821XB1Q6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31cbSralfSL._SL160_.jpg,EverythingElse,,false
B07D1CD9MX,Broadband,1,1,₹,0,0,https://www.amazon.in/dp/B07D1CD9MX?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31Refn4wcHL._SL160_.jpg,EverythingElse,,false
B07RZL9C5P,Train ticket bookings on Amazon,1,1,₹,0,0,https://www.amazon.in/dp/B07RZL9C5P?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41csW3L4TGL._SL160_.jpg,EverythingElse,,false
B0891GSG7T,Metro Recharge,1,1,₹,0,0,https://www.amazon.in/dp/B0891GSG7T?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31JCAtTNKoL._SL160_.jpg,EverythingElse,,false
B07D1CMVSZ,Postpaid Mobile bill payment,1,1,₹,0,0,https://www.amazon.in/dp/B07D1CMVSZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21pgGDghGDL._SL160_.jpg,EverythingElse,,false
B01LTI9KAW,Mobile Prepaid Recharge,1,1,₹,0,0,https://www.amazon.in/dp/B01LTI9KAW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21E1UYLde8L._SL160_.jpg,EverythingElse,,false
B079SBGWJR,DTH recharge,1,1,₹,0,0,https://www.amazon.in/dp/B079SBGWJR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31y9HvI54wL._SL160_.jpg,EverythingElse,,false
B07D1FBTJB,Electricity bill payment,1,1,₹,0,0,https://www.amazon.in/dp/B07D1FBTJB?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21+iRPEHaaL._SL160_.jpg,EverythingElse,,false
B0D3J82RGB,Heart Shape Scented Candle |Rose | Soy wax candle || Red & White colour|| Quality 2,200,200,₹,0,0,https://www.amazon.in/dp/B0D3J82RGB?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41kmff6LsOL._SL160_.jpg,Collectibles,,false
B0FTSV9WZ5,"Brahmacharya : Kab, Kyon aur Kaise? (in Hindi) /by Premanand ji Maharaj/ Bhajan Marg [Paperback] [Oct 06, 2025] Shri Hit Premanand Govind Sharan Ji Maharaj",299,299,₹,0,0,https://www.amazon.in/dp/B0FTSV9WZ5?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41PVy9gVqxL._SL160_.jpg,Books,,false
